id,username,experience,approach,holding_period,assets_traded
1369,grumpyPlover3,Novice,Value,Swing Trader,Futures
1370,enviousPup2,Intermediate,Global Macro,Swing Trader,"Bonds,Private Companies,Options"
1371,worldlyChile5,Experienced,Technical,Long Term Investor,"Equities,Bonds,Private Companies"
1372,yearningRat5,Experienced,Value,Day Trader,Private Companies
1373,mercifulGarlic6,Novice,Momentum,Long Term Investor,"Bonds,Options,Forex"
1374,sadChile0,Experienced,Global Macro,Swing Trader,"Bonds,Options,Equities"
1375,bubblyLocust6,Intermediate,Momentum,Position Trader,"Futures,Private Companies"
1376,relievedMagpie9,Experienced,Technical,Position Trader,"Forex,Bonds,Options"
1377,innocentMeerkat2,Novice,Value,Position Trader,"Futures,Bonds,Options"
1378,blissfulPretzels5,Novice,Value,Swing Trader,Bonds
1379,ashamedRhino5,Experienced,Growth,Day Trader,"Equities,Futures,Options"
1380,cautiousChamois8,Novice,Global Macro,Position Trader,"Bonds,Equities,Futures"
1381,importedLemur0,Intermediate,Fundamental,Day Trader,"Private Companies,Bonds,Equities"
1382,selfishOrange9,Novice,Growth,Long Term Investor,Futures
1383,vengefulLion9,Novice,Global Macro,Position Trader,Private Companies
1384,mercifulPretzels3,Experienced,Growth,Position Trader,"Private Companies,Futures,Bonds"
1385,annoyedMacaw2,Intermediate,Global Macro,Day Trader,Equities
1386,mildLion9,Experienced,Value,Position Trader,"Options,Forex"
1387,madCrane4,Intermediate,Fundamental,Day Trader,"Options,Forex"
1388,relievedCordial8,Experienced,Growth,Swing Trader,"Private Companies,Options,Equities"
1389,culturedBobolink5,Intermediate,Value,Position Trader,"Options,Private Companies"
1390,amazedSeahorse0,Experienced,Fundamental,Long Term Investor,"Private Companies,Options,Futures"
1391,worriedBuzzard8,Experienced,Growth,Position Trader,"Private Companies,Bonds"
1392,needfulHeron2,Novice,Value,Day Trader,"Private Companies,Equities,Forex"
1393,lyingVenison0,Experienced,Momentum,Swing Trader,"Bonds,Futures"
1394,alertSmelt0,Novice,Fundamental,Swing Trader,Bonds
1395,mereFlamingo8,Intermediate,Global Macro,Long Term Investor,"Equities,Futures,Options"
1396,goofyCur0,Experienced,Growth,Day Trader,Forex
1397,enragedSheep7,Intermediate,Growth,Day Trader,Equities
1398,joyfulCurlew0,Experienced,Momentum,Position Trader,"Forex,Equities,Private Companies"
1399,wrathfulIguana4,Experienced,Value,Swing Trader,Options
1400,culturedRelish7,Novice,Value,Long Term Investor,Equities
1401,empathicCardinal9,Novice,Growth,Long Term Investor,"Forex,Options,Private Companies"
1402,holisticVenison9,Novice,Fundamental,Day Trader,"Equities,Futures,Private Companies"
1403,madMoth8,Novice,Growth,Long Term Investor,"Equities,Bonds,Futures"
1404,needfulSeafowl9,Intermediate,Fundamental,Swing Trader,Equities
1405,sincereSnail6,Novice,Global Macro,Day Trader,Futures
1406,somberSnail0,Experienced,Technical,Day Trader,Private Companies
1407,dopeyMare2,Experienced,Technical,Position Trader,"Private Companies,Equities"
1408,aloofFerret5,Intermediate,Global Macro,Long Term Investor,"Forex,Equities,Private Companies"
1409,crushedTruffle8,Novice,Value,Day Trader,"Private Companies,Forex,Futures"
1410,jealousGnu0,Novice,Fundamental,Day Trader,"Private Companies,Bonds,Forex"
1411,lazyZebra2,Novice,Momentum,Position Trader,Private Companies
1412,mereViper3,Novice,Momentum,Position Trader,Futures
1413,cruelBagels8,Intermediate,Value,Swing Trader,Bonds
1414,mellowSalami2,Experienced,Value,Long Term Investor,Private Companies
1415,pleasedOatmeal1,Intermediate,Growth,Day Trader,Bonds
1416,importedCurlew5,Intermediate,Fundamental,Position Trader,"Futures,Options,Equities"
1417,abjectPear8,Intermediate,Fundamental,Day Trader,"Options,Bonds"
1418,dreadfulPolenta8,Experienced,Value,Position Trader,"Options,Equities"
1419,anxiousToucan3,Novice,Growth,Swing Trader,"Equities,Forex"
1420,boastfulSausage2,Experienced,Value,Position Trader,"Forex,Options"
1421,mildBagels8,Intermediate,Global Macro,Position Trader,"Futures,Equities"
1422,adoringCow6,Novice,Momentum,Long Term Investor,Futures
1423,sugaryCockatoo2,Novice,Value,Position Trader,"Forex,Options,Private Companies"
1424,empathicCockatoo8,Experienced,Technical,Swing Trader,Futures
1425,dreadfulSwift7,Novice,Momentum,Long Term Investor,Options
1426,mereCoati0,Experienced,Global Macro,Day Trader,"Bonds,Forex"
1427,crummyPoultry4,Intermediate,Global Macro,Swing Trader,Bonds
1428,gleefulHoopoe1,Novice,Value,Long Term Investor,Private Companies
1429,soreChile7,Experienced,Technical,Day Trader,Forex
1430,pluckyMackerel5,Experienced,Growth,Swing Trader,Equities
1431,morbidCardinal4,Novice,Fundamental,Long Term Investor,"Private Companies,Futures"
1432,amusedBass9,Novice,Value,Position Trader,"Private Companies,Bonds"
1433,drearySeagull0,Intermediate,Value,Long Term Investor,Private Companies
1434,wakefulDoughnut6,Novice,Fundamental,Day Trader,Equities
1435,madChough9,Experienced,Global Macro,Day Trader,"Private Companies,Equities,Options"
1436,sheepishCoconut1,Intermediate,Technical,Long Term Investor,"Options,Equities"
1437,panickyRuffs3,Novice,Global Macro,Position Trader,Futures
1438,adoringDotterel3,Experienced,Global Macro,Long Term Investor,"Equities,Private Companies"
1439,offendedBurritos9,Novice,Growth,Long Term Investor,"Private Companies,Equities"
1440,ashamedOrange5,Intermediate,Fundamental,Day Trader,"Forex,Futures"
1441,pridefulGelding0,Novice,Growth,Day Trader,Options
1442,betrayedBuck4,Novice,Value,Swing Trader,Private Companies
1443,exactingCod7,Experienced,Momentum,Swing Trader,Futures
1444,amazedPup1,Experienced,Technical,Swing Trader,"Futures,Bonds"
1445,insecureMoth6,Novice,Value,Day Trader,Bonds
1446,pridefulChough9,Intermediate,Value,Position Trader,"Options,Bonds"
1447,affectedCake2,Novice,Technical,Swing Trader,"Bonds,Private Companies,Equities"
1448,jubilantWigeon9,Novice,Global Macro,Position Trader,Options
1449,importedThrushe2,Experienced,Momentum,Long Term Investor,Forex
1450,awedTermite1,Experienced,Growth,Position Trader,Private Companies
1451,sugaryGelding9,Intermediate,Momentum,Position Trader,"Options,Private Companies,Forex"
1452,joyfulCrane6,Intermediate,Fundamental,Position Trader,"Options,Futures,Forex"
1453,trustingQuiche6,Novice,Momentum,Swing Trader,"Private Companies,Futures,Bonds"
1454,dopeyKitten0,Novice,Value,Long Term Investor,"Private Companies,Bonds"
1455,insecurePorpoise7,Intermediate,Global Macro,Swing Trader,"Futures,Private Companies"
1456,vengefulPudding4,Intermediate,Technical,Long Term Investor,"Equities,Forex"
1457,murkyLlama8,Experienced,Value,Long Term Investor,"Equities,Private Companies"
1458,sincereRuffs2,Novice,Momentum,Position Trader,"Forex,Bonds"
1459,euphoricSnail2,Intermediate,Value,Long Term Investor,"Options,Forex"
1460,sorePiglet9,Intermediate,Technical,Day Trader,"Private Companies,Equities,Bonds"
1461,soreOil8,Intermediate,Fundamental,Position Trader,"Forex,Bonds"
1462,obsessedSnail3,Intermediate,Growth,Long Term Investor,"Private Companies,Bonds,Options"
1463,cynicalRhino9,Intermediate,Fundamental,Day Trader,"Futures,Private Companies"
1464,emptyBittern5,Novice,Technical,Long Term Investor,"Private Companies,Futures"
1465,morbidCheese4,Novice,Fundamental,Long Term Investor,Bonds
1466,sincerePup6,Experienced,Technical,Day Trader,Forex
1467,amusedCoati5,Novice,Value,Day Trader,"Futures,Equities,Bonds"
1468,sadJaguar8,Experienced,Global Macro,Day Trader,Bonds
1469,thriftyLizard3,Intermediate,Value,Long Term Investor,"Equities,Futures"
1470,contentWidgeon0,Novice,Fundamental,Day Trader,Forex
1471,curiousSalami8,Novice,Fundamental,Day Trader,"Equities,Private Companies"
1472,worldlyChamois8,Intermediate,Technical,Day Trader,Options
1473,boastfulCrane4,Novice,Growth,Day Trader,Forex
1474,troubledDingo0,Intermediate,Technical,Position Trader,"Options,Bonds"
1475,worriedCockatoo0,Novice,Momentum,Day Trader,Futures
1476,debonairGatorade1,Intermediate,Technical,Long Term Investor,"Equities,Bonds"
1477,spiritedCardinal4,Intermediate,Value,Position Trader,"Forex,Private Companies,Options"
1478,pridefulCoati4,Intermediate,Momentum,Position Trader,"Options,Futures,Equities"
1479,ardentDoughnut5,Intermediate,Momentum,Position Trader,"Bonds,Futures,Private Companies"
1480,artisticOil5,Intermediate,Fundamental,Swing Trader,Private Companies
1481,holisticTortoise6,Novice,Global Macro,Position Trader,"Equities,Bonds"
1482,cruelTeal9,Novice,Fundamental,Day Trader,"Futures,Bonds"
1483,holisticPlover2,Intermediate,Value,Swing Trader,Equities
1484,pleasedOatmeal7,Experienced,Technical,Swing Trader,"Forex,Futures,Private Companies"
1485,boredCod2,Intermediate,Fundamental,Swing Trader,Bonds
1486,goofyTomatoe8,Novice,Technical,Swing Trader,"Futures,Options"
1487,joyfulApricots0,Novice,Value,Swing Trader,"Futures,Options"
1488,yearningGarlic0,Experienced,Technical,Swing Trader,Forex
1489,drearyPear9,Experienced,Technical,Long Term Investor,Futures
1490,worldlyDinosaur3,Novice,Momentum,Day Trader,"Private Companies,Futures"
1491,boredStork2,Experienced,Technical,Long Term Investor,"Equities,Bonds,Futures"
1492,innocentMackerel5,Intermediate,Fundamental,Long Term Investor,"Private Companies,Options,Forex"
1493,boredOtter1,Experienced,Fundamental,Swing Trader,Bonds
1494,empathicMoth6,Intermediate,Global Macro,Position Trader,"Forex,Equities,Bonds"
1495,superiorTomatoe9,Experienced,Value,Swing Trader,"Bonds,Private Companies"
1496,drearyMeerkat2,Novice,Momentum,Swing Trader,"Options,Futures"
1497,alertCoati6,Experienced,Momentum,Long Term Investor,"Futures,Bonds"
1498,adoringHeron9,Experienced,Global Macro,Swing Trader,Options
1499,tautDunbird2,Novice,Value,Day Trader,"Bonds,Futures,Equities"
1500,decimalWigeon5,Intermediate,Fundamental,Swing Trader,"Private Companies,Options,Forex"
1501,worriedMussel7,Novice,Fundamental,Swing Trader,"Equities,Bonds,Options"
1502,wearyFlamingo6,Experienced,Technical,Swing Trader,Forex
1503,peskySeahorse3,Experienced,Growth,Long Term Investor,Equities
1504,sadLard9,Experienced,Technical,Long Term Investor,"Futures,Equities,Options"
1505,solemnDoves9,Novice,Technical,Day Trader,Bonds
1506,decimalMare4,Intermediate,Momentum,Swing Trader,Options
1507,dejectedIcecream1,Experienced,Growth,Day Trader,Equities
1508,aboardMeerkat7,Intermediate,Technical,Position Trader,"Forex,Equities"
1509,wrathfulPorpoise7,Experienced,Momentum,Long Term Investor,Bonds
1510,excitedPaella7,Intermediate,Growth,Swing Trader,"Equities,Options"
1511,soreLapwing6,Experienced,Momentum,Swing Trader,"Forex,Options"
1512,obsessedLapwing6,Intermediate,Growth,Long Term Investor,"Forex,Options"
1513,giddyViper3,Experienced,Technical,Day Trader,"Bonds,Private Companies"
1514,worriedDoves4,Novice,Momentum,Day Trader,Equities
1515,ardentSalt2,Novice,Technical,Swing Trader,Private Companies
1516,ferventCheese2,Intermediate,Global Macro,Swing Trader,"Equities,Futures"
1517,worldlyFalcon7,Intermediate,Global Macro,Swing Trader,"Forex,Bonds,Equities"
1518,shyDoughnut1,Experienced,Value,Day Trader,"Forex,Bonds,Options"
1519,peacefulBoa0,Intermediate,Technical,Long Term Investor,Bonds
1520,spiritedTruffle3,Intermediate,Value,Swing Trader,Private Companies
1521,morbidEland4,Novice,Value,Position Trader,"Bonds,Private Companies,Futures"
1522,aloofWidgeon4,Experienced,Momentum,Position Trader,Bonds
1523,annoyedChough4,Novice,Global Macro,Long Term Investor,"Bonds,Forex"
1524,panickyLocust3,Experienced,Momentum,Day Trader,Forex
1525,giddySausage3,Experienced,Value,Swing Trader,Private Companies
1526,sincereChamois0,Novice,Value,Position Trader,Options
1527,lazyWildfowl9,Experienced,Technical,Day Trader,"Equities,Private Companies,Bonds"
1528,pitifulCoconut2,Experienced,Growth,Day Trader,Forex
1529,contentCordial4,Experienced,Growth,Long Term Investor,Options
1530,crummyWasp5,Intermediate,Momentum,Position Trader,Bonds
1531,crushedWasp4,Novice,Growth,Day Trader,"Futures,Forex"
1532,unhappyMagpie8,Intermediate,Value,Swing Trader,Options
1533,emptyRelish2,Experienced,Technical,Long Term Investor,"Options,Bonds,Private Companies"
1534,pacifiedBagels7,Intermediate,Growth,Day Trader,"Futures,Equities,Options"
1535,thrilledBoa1,Novice,Global Macro,Swing Trader,Options
1536,excludedUnicorn6,Experienced,Fundamental,Day Trader,"Private Companies,Bonds,Futures"
1537,chicSardines1,Novice,Fundamental,Long Term Investor,Equities
1538,shamefulMare8,Novice,Value,Swing Trader,Equities
1539,forsakenHoopoe3,Experienced,Value,Swing Trader,"Forex,Equities"
1540,anxiousSeafowl1,Experienced,Fundamental,Day Trader,Futures
1541,awedFalcon1,Intermediate,Technical,Swing Trader,Bonds
1542,cockyApricots1,Experienced,Momentum,Position Trader,"Forex,Futures,Bonds"
1543,thriftyLard9,Intermediate,Global Macro,Position Trader,"Bonds,Forex"
1544,chicJaguar7,Intermediate,Value,Swing Trader,"Equities,Forex,Bonds"
1545,annoyedOatmeal2,Experienced,Global Macro,Day Trader,"Futures,Private Companies"
1546,crushedPepper8,Experienced,Technical,Day Trader,"Forex,Options,Bonds"
1547,peacefulOrange1,Experienced,Global Macro,Day Trader,"Options,Equities"
1548,dreadfulTermite4,Novice,Momentum,Long Term Investor,"Private Companies,Equities"
1549,debonairMussel8,Novice,Global Macro,Day Trader,Bonds
1550,obsessedLollies1,Novice,Value,Swing Trader,"Forex,Bonds"
1551,sadHawk8,Experienced,Technical,Long Term Investor,"Private Companies,Equities"
1552,jumpySnail6,Experienced,Fundamental,Long Term Investor,"Options,Futures"
1553,soreTacos1,Novice,Value,Swing Trader,Options
1554,soreToucan5,Experienced,Value,Long Term Investor,Private Companies
1555,thriftyViper5,Novice,Global Macro,Long Term Investor,Equities
1556,solidHoopoe8,Intermediate,Momentum,Position Trader,"Options,Private Companies,Bonds"
1557,mildCaribou0,Experienced,Momentum,Position Trader,"Private Companies,Bonds"
1558,wearyHawk5,Novice,Fundamental,Position Trader,Options
1559,affectedCrane4,Intermediate,Growth,Position Trader,"Futures,Forex"
1560,decimalOryx2,Novice,Momentum,Swing Trader,"Bonds,Forex"
1561,peskyHawk7,Intermediate,Fundamental,Position Trader,"Futures,Forex"
1562,peacefulPoultry0,Novice,Fundamental,Swing Trader,"Options,Futures"
1563,shamefulWidgeon1,Novice,Fundamental,Swing Trader,"Options,Forex"
1564,exactingPiglet0,Experienced,Global Macro,Day Trader,Private Companies
1565,worriedEland6,Novice,Growth,Day Trader,"Futures,Forex"
1566,sincerePear1,Intermediate,Technical,Day Trader,Futures
1567,wearyTortoise3,Novice,Global Macro,Position Trader,"Options,Equities"
1568,gutturalShads4,Intermediate,Growth,Long Term Investor,Bonds
1569,excludedCrane0,Novice,Growth,Long Term Investor,Equities
1570,emptyBuck4,Novice,Global Macro,Long Term Investor,"Equities,Forex"
1571,dearShads5,Novice,Growth,Long Term Investor,Equities
1572,wingedJerky1,Intermediate,Value,Position Trader,"Private Companies,Options,Forex"
1573,worldlyCurlew8,Novice,Growth,Day Trader,"Bonds,Forex,Futures"
1574,superiorGarlic2,Intermediate,Growth,Swing Trader,"Equities,Private Companies"
1575,superiorThrushe0,Novice,Growth,Swing Trader,Forex
1576,scornfulMacaw4,Experienced,Value,Day Trader,"Equities,Forex,Futures"
1577,excitedSeafowl3,Novice,Global Macro,Day Trader,"Bonds,Forex"
1578,cynicalFish5,Intermediate,Growth,Long Term Investor,Private Companies
1579,offendedCardinal7,Experienced,Value,Swing Trader,Equities
1580,unhappyMoth2,Novice,Technical,Position Trader,"Futures,Private Companies,Forex"
1581,cockyBoars1,Novice,Value,Swing Trader,"Bonds,Futures,Options"
1582,anxiousBass2,Novice,Global Macro,Long Term Investor,"Options,Forex"
1583,jealousMussel7,Experienced,Global Macro,Day Trader,Forex
1584,lyingViper2,Novice,Momentum,Long Term Investor,Forex
1585,guiltyRaisins1,Intermediate,Growth,Position Trader,"Futures,Private Companies"
1586,wrathfulJerky2,Intermediate,Fundamental,Long Term Investor,Equities
1587,selfishLard4,Experienced,Growth,Long Term Investor,Equities
1588,relievedApples5,Intermediate,Technical,Day Trader,"Futures,Bonds"
1589,similarDove1,Experienced,Fundamental,Position Trader,"Bonds,Equities,Private Companies"
1590,anxiousEggs3,Novice,Global Macro,Long Term Investor,"Forex,Futures"
1591,puzzledTortoise5,Experienced,Growth,Day Trader,"Equities,Futures"
1592,enviousCheetah2,Novice,Value,Swing Trader,"Forex,Bonds"
1593,jubilantApricots4,Novice,Fundamental,Position Trader,"Forex,Equities"
1594,enviousBoars3,Experienced,Global Macro,Swing Trader,Equities
1595,kindBoars8,Experienced,Growth,Day Trader,"Private Companies,Options"
1596,jealousOwl5,Novice,Momentum,Day Trader,"Forex,Futures,Options"
1597,dopeyPudding1,Intermediate,Momentum,Day Trader,"Futures,Private Companies"
1598,hushedApricots7,Novice,Momentum,Position Trader,"Options,Private Companies"
1599,sincereBustard2,Intermediate,Growth,Swing Trader,"Private Companies,Bonds"
1600,wakefulHoopoe7,Intermediate,Value,Day Trader,Equities
1601,finickyBuck4,Novice,Momentum,Position Trader,Bonds
1602,vengefulBasmati7,Novice,Growth,Position Trader,Equities
1603,hushedSnipe0,Experienced,Global Macro,Long Term Investor,Futures
1604,grizzledGatorade5,Intermediate,Fundamental,Day Trader,Options
1605,mildBurritos2,Experienced,Fundamental,Long Term Investor,Forex
1606,guiltyBass4,Experienced,Technical,Day Trader,"Private Companies,Equities"
1607,jubilantAntelope8,Novice,Technical,Long Term Investor,"Futures,Options,Equities"
1608,brainyWhiting7,Novice,Value,Day Trader,"Options,Equities,Forex"
1609,wornoutJerky6,Intermediate,Momentum,Swing Trader,Private Companies
1610,guiltyGarlic5,Experienced,Value,Position Trader,"Futures,Options,Equities"
1611,spiritedDoves7,Novice,Momentum,Day Trader,"Futures,Bonds,Options"
1612,solidCamel0,Novice,Value,Long Term Investor,"Options,Futures"
1613,thriftyTomatoe2,Intermediate,Global Macro,Position Trader,Options
1614,sheepishHawk8,Novice,Technical,Day Trader,Options
1615,awedCaribou0,Intermediate,Momentum,Position Trader,"Options,Private Companies"
1616,sincereBuzzard6,Novice,Technical,Swing Trader,Forex
1617,curiousToucan1,Intermediate,Global Macro,Day Trader,"Forex,Bonds"
